"user_id","datetime","weekday","place_name","transport_mode","lon_x","lat_y","geometry","traj","traj_id2"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:05:28,"Thu",NA,"Bike",8.537414,47.368673,c(2682993.0448763, 1247006.48202932),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:05:38,"Thu",NA,"Bike",8.537733,47.368963,c(2683016.68622691, 1247039.05904065),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:05:48,"Thu",NA,"Bike",8.538211,47.368917,c(2683052.85933733, 1247034.45096978),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:05:59,"Thu",NA,"Bike",8.538298,47.368889,c(2683059.47373245, 1247031.43026513),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:06:19,"Thu",NA,"Bike",8.538445,47.369238,c(2683070.03225822, 1247070.38453835),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:06:29,"Thu",NA,"Bike",8.538833,47.369446,c(2683099.01198439, 1247093.91890859),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:06:48,"Thu",NA,"Bike",8.539449,47.369553,c(2683145.36871306, 1247106.46670772),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:07:08,"Thu",NA,"Bike",8.540543,47.369553,c(2683227.99325749, 1247107.62643968),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:07:18,"Thu",NA,"Bike",8.540634,47.36929,c(2683235.27667476, 1247078.48500203),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:07:28,"Thu",NA,"Bike",8.541336,47.369158,c(2683288.5018274, 1247064.55529208),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:07:38,"Thu",NA,"Bike",8.541487,47.36907,c(2683300.04371339, 1247054.93253151),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:07:58,"Thu",NA,"Bike",8.541644,47.368254,c(2683313.17647472, 1246964.38375372),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:08:18,"Thu",NA,"Bike",8.541829,47.367187,c(2683328.81670278, 1246845.96087761),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:08:28,"Thu",NA,"Bike",8.541913,47.366849,c(2683335.68943553, 1246808.47433853),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:08:47,"Thu",NA,"Bike",8.542263,47.366574,c(2683362.55457708, 1246778.27411747),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:08:57,"Thu",NA,"Bike",8.542827,47.366724,c(2683404.91847625, 1246795.54904345),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:09:08,"Thu",NA,"Bike",8.543298,47.366859,c(2683440.28141704, 1246811.05781851),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:09:29,"Thu",NA,"Bike",8.544752,47.36647,c(2683550.710124, 1246769.35947356),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:09:48,"Thu",NA,"Bike",8.545533,47.365568,c(2683611.1132205, 1246669.91532185),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:09:59,"Thu",NA,"Bike",8.545971,47.364901,c(2683645.24213419, 1246596.2312495),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:10:09,"Thu",NA,"Bike",8.546164,47.364407,c(2683660.59491397, 1246541.51868142),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:10:19,"Thu",NA,"Bike",8.546688,47.364367,c(2683700.23668091, 1246537.63063857),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:10:39,"Thu",NA,"Bike",8.54722,47.364704,c(2683739.8906271, 1246575.66273109),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:10:58,"Thu",NA,"Bike",8.54778,47.364838,c(2683781.97794606, 1246591.15734598),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:11:08,"Thu",NA,"Bike",8.547934,47.364715,c(2683793.80315156, 1246577.64779092),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:11:18,"Thu",NA,"Bike",8.548454,47.364252,c(2683833.80777613, 1246526.73119467),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:11:28,"Thu",NA,"Bike",8.548646,47.364064,c(2683848.60569412, 1246506.03625959),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:11:38,"Thu",NA,"Bike",8.549318,47.363608,c(2683900.08133626, 1246456.060742),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:11:49,"Thu",NA,"Bike",8.549815,47.363184,c(2683938.28899152, 1246409.45592916),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:11:59,"Thu",NA,"Bike",8.550101,47.362932,c(2683960.2885704, 1246381.74691844),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:12:18,"Thu",NA,"Bike",8.550448,47.362222,c(2683987.61742912, 1246303.18718355),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:12:28,"Thu",NA,"Bike",8.550857,47.36183,c(2684019.12913623, 1246260.04618477),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:12:39,"Thu",NA,"Bike",8.551338,47.361462,c(2684056.04209007, 1246219.65057156),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:12:49,"Thu",NA,"Bike",8.551298,47.36108,c(2684053.6228278, 1246177.14061206),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:13:08,"Thu",NA,"Bike",8.551901,47.360383,c(2684100.27102937, 1246100.30089913),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:13:18,"Thu",NA,"Bike",8.552427,47.360042,c(2684140.54213471, 1246062.95565986),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:13:28,"Thu",NA,"Bike",8.552776,47.359559,c(2684167.66749769, 1246009.63464196),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:13:38,"Thu",NA,"Bike",8.552947,47.359248,c(2684181.07569399, 1245975.24408815),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:13:48,"Thu",NA,"Bike",8.553603,47.358722,c(2684231.46059989, 1245917.47243509),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:13:58,"Thu",NA,"Bike",8.554038,47.358312,c(2684264.96858088, 1245872.3596327),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:14:08,"Thu",NA,"Bike",8.554376,47.358027,c(2684290.9519398, 1245841.03911169),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:14:28,"Thu",NA,"Bike",8.554237,47.357844,c(2684280.74094495, 1245820.54564994),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:14:39,"Thu",NA,"Bike",8.554405,47.357684,c(2684293.68486517, 1245802.93885768),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:14:58,"Thu",NA,"Bike",8.555113,47.356976,c(2684348.2884069, 1245724.99109948),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:15:08,"Thu",NA,"Bike",8.555917,47.356139,c(2684410.34977194, 1245632.8061677),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:15:19,"Thu",NA,"Bike",8.556201,47.355752,c(2684432.41703082, 1245590.08884334),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:15:29,"Thu",NA,"Bike",8.556705,47.355474,c(2684470.93184897, 1245559.72595118),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:15:39,"Thu",NA,"Bike",8.556856,47.354959,c(2684483.15505037, 1245502.63588546),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:15:49,"Thu",NA,"Bike",8.5572,47.354632,c(2684509.66097901, 1245466.65366972),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:16:09,"Thu",NA,"Bike",8.558256,47.353611,c(2684591.05725991, 1245354.28682422),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:16:19,"Thu",NA,"Bike",8.558593,47.353148,c(2684617.25145323, 1245303.17843205),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:16:38,"Thu",NA,"Bike",8.559127,47.352717,c(2684658.27840709, 1245255.84011809),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:16:48,"Thu",NA,"Bike",8.559259,47.352153,c(2684669.14631857, 1245193.28265484),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:17:02,"Thu",NA,"Bike",8.55949,47.352102,c(2684686.67926301, 1245187.86225781),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:17:15,"Thu",NA,"Bike",8.559476,47.352093,c(2684685.63586002, 1245186.84661907),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:17:27,"Thu",NA,"Bike",8.559487,47.35208,c(2684686.48755088, 1245185.41328054),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:18:45,"Thu",NA,"Bike",8.559631,47.352047,c(2684697.41911775, 1245181.90008747),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-13 20:18:45,"Thu",NA,"Bike",8.559533,47.352055,c(2684690.00253908, 1245182.68367568),"COMBINE","4"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 16:55:35,"Tue",NA,"Bike",8.559533,47.352055,c(2684690.00253908, 1245182.68367568),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 16:55:35,"Tue",NA,"Bike",8.558983,47.352186,c(2684648.24225031, 1245196.65350042),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 16:55:55,"Tue",NA,"Bike",8.558605,47.352211,c(2684619.64485196, 1245199.02506225),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 16:56:14,"Tue",NA,"Bike",8.557488,47.352829,c(2684534.27638018, 1245266.5242213),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 16:56:29,"Tue",NA,"Bike",8.556725,47.353471,c(2684475.61574713, 1245337.07373327),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 16:56:40,"Tue",NA,"Bike",8.556124,47.353885,c(2684429.55607083, 1245382.45134124),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 16:56:51,"Tue",NA,"Bike",8.55568,47.354368,c(2684395.24870808, 1245435.66889346),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 16:57:01,"Tue",NA,"Bike",8.555069,47.354768,c(2684348.45708643, 1245479.4800071),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 16:57:19,"Tue",NA,"Bike",8.554653,47.355256,c(2684316.25835665, 1245533.28397916),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 16:57:31,"Tue",NA,"Bike",8.55405,47.355928,c(2684269.64258521, 1245607.34261826),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 16:57:51,"Tue",NA,"Bike",8.553327,47.356898,c(2684213.49212055, 1245714.4015881),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 16:58:11,"Tue",NA,"Bike",8.552463,47.357831,c(2684146.75066375, 1245817.19661168),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 16:58:30,"Tue",NA,"Bike",8.551907,47.358687,c(2684103.39935122, 1245911.76235867),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 16:58:41,"Tue",NA,"Bike",8.551447,47.359212,c(2684067.82301741, 1245969.63389037),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 16:58:51,"Tue",NA,"Bike",8.551062,47.359683,c(2684037.99789564, 1246021.5827606),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 16:59:11,"Tue",NA,"Bike",8.550258,47.360375,c(2683976.17464616, 1246097.65197564),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 16:59:21,"Tue",NA,"Bike",8.549992,47.360989,c(2683955.11473081, 1246165.62601195),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 16:59:31,"Tue",NA,"Bike",8.549458,47.361388,c(2683914.14991593, 1246209.4118562),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 16:59:41,"Tue",NA,"Bike",8.549187,47.362027,c(2683892.67406097, 1246280.16005109),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 16:59:51,"Tue",NA,"Bike",8.548615,47.36239,c(2683848.89675967, 1246319.90359639),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:00:01,"Tue",NA,"Bike",8.548312,47.362918,c(2683825.17946618, 1246378.27793196),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:00:11,"Tue",NA,"Bike",8.547884,47.363427,c(2683792.05076906, 1246434.4066474),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:00:21,"Tue",NA,"Bike",8.54755,47.363811,c(2683766.219183, 1246476.73956782),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:00:31,"Tue",NA,"Bike",8.547216,47.364271,c(2683740.26858981, 1246527.521574),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:00:41,"Tue",NA,"Bike",8.547354,47.364606,c(2683750.16585169, 1246564.91101305),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:00:59,"Tue",NA,"Bike",8.547045,47.365393,c(2683725.59052508, 1246652.07258505),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:01:09,"Tue",NA,"Bike",8.546527,47.36575,c(2683685.90510233, 1246691.20796824),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:01:20,"Tue",NA,"Bike",8.545923,47.365961,c(2683639.95366879, 1246714.02102862),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:01:31,"Tue",NA,"Bike",8.545333,47.366189,c(2683595.03335463, 1246738.73926354),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:01:49,"Tue",NA,"Bike",8.544891,47.366391,c(2683561.33254313, 1246760.72499021),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:01:59,"Tue",NA,"Bike",8.544773,47.366421,c(2683552.37303526, 1246763.93446589),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:02:09,"Tue",NA,"Bike",8.544408,47.366726,c(2683524.3269134, 1246797.45298178),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:02:19,"Tue",NA,"Bike",8.543941,47.366961,c(2683488.68679842, 1246823.08115177),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:02:29,"Tue",NA,"Bike",8.543194,47.366758,c(2683432.58446548, 1246799.71898771),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:02:40,"Tue",NA,"Bike",8.542378,47.366713,c(2683371.02308789, 1246793.84903427),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:02:50,"Tue",NA,"Bike",8.541462,47.366384,c(2683302.35241982, 1246756.30104609),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:03:00,"Tue",NA,"Bike",8.540468,47.366123,c(2683227.6833821, 1246726.23074405),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:03:10,"Tue",NA,"Bike",8.539759,47.365773,c(2683174.67861071, 1246686.56922197),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:03:20,"Tue",NA,"Bike",8.539025,47.365302,c(2683119.97349585, 1246633.43002632),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:03:39,"Tue",NA,"Bike",8.537822,47.364994,c(2683029.58908808, 1246597.91584403),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:03:49,"Tue",NA,"Bike",8.537075,47.364565,c(2682973.83456578, 1246549.43343064),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:04:01,"Tue",NA,"Bike",8.536371,47.364921,c(2682920.10615424, 1246588.26611027),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:04:11,"Tue",NA,"Bike",8.536039,47.365504,c(2682894.12314898, 1246652.72797273),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:04:30,"Tue",NA,"Bike",8.535642,47.366371,c(2682862.78982736, 1246748.69386551),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:04:41,"Tue",NA,"Bike",8.535295,47.366667,c(2682836.12109501, 1246781.2341084),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:04:51,"Tue",NA,"Bike",8.534849,47.366453,c(2682802.7673778, 1246756.97281596),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:05:01,"Tue",NA,"Bike",8.534343,47.366673,c(2682764.20784981, 1246780.89662745),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:05:11,"Tue",NA,"Bike",8.533909,47.366947,c(2682731.00292807, 1246810.89983014),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:05:21,"Tue",NA,"Bike",8.533913,47.367264,c(2682730.81312717, 1246846.14525252),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:05:31,"Tue",NA,"Bike",8.533999,47.36731,c(2682737.23719067, 1246851.34978923),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:05:41,"Tue",NA,"Bike",8.533605,47.366985,c(2682707.98317403, 1246814.80387378),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:06:00,"Tue",NA,"Bike",8.53294,47.366436,c(2682658.60762358, 1246753.07031184),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:06:10,"Tue",NA,"Bike",8.532536,47.366289,c(2682628.32145276, 1246736.30270107),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:06:21,"Tue",NA,"Bike",8.532187,47.365874,c(2682602.60449096, 1246689.79931331),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:06:41,"Tue",NA,"Bike",8.531089,47.364981,c(2682521.05416533, 1246589.36840412),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:06:59,"Tue",NA,"Bike",8.529752,47.364469,c(2682420.85965822, 1246531.04373363),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:07:10,"Tue",NA,"Bike",8.528986,47.364209,c(2682363.4033896, 1246501.33501444),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:07:21,"Tue",NA,"Bike",8.52816,47.36377,c(2682301.69086103, 1246451.66431695),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:07:40,"Tue",NA,"Bike",8.527173,47.362729,c(2682228.74471534, 1246334.90061609),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:07:51,"Tue",NA,"Bike",8.526678,47.362422,c(2682191.82812522, 1246300.25254834),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:08:10,"Tue",NA,"Bike",8.526636,47.36229,c(2682188.85910926, 1246285.53398953),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:08:21,"Tue",NA,"Bike",8.526691,47.362287,c(2682193.01819485, 1246285.25808271),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:08:40,"Tue",NA,"Bike",8.52668,47.362307,c(2682192.15647203, 1246287.46998075),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:08:51,"Tue",NA,"Bike",8.526099,47.36178,c(2682149.08222079, 1246228.27449913),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:09:11,"Tue",NA,"Bike",8.524832,47.361002,c(2682054.57488192, 1246140.4578908),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:09:31,"Tue",NA,"Bike",8.523788,47.360337,c(2681976.73610969, 1246065.43806352),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:09:41,"Tue",NA,"Bike",8.523783,47.360211,c(2681976.55213236, 1246051.42529883),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:09:51,"Tue",NA,"Bike",8.523435,47.36012,c(2681950.40454529, 1246040.94526129),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:10:10,"Tue",NA,"Bike",8.52234,47.359359,c(2681868.85800023, 1245955.20120201),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:10:21,"Tue",NA,"Bike",8.522181,47.358649,c(2681857.93711648, 1245876.10395703),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:10:31,"Tue",NA,"Bike",8.522303,47.358091,c(2681868.00981222, 1245814.19784838),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:10:41,"Tue",NA,"Bike",8.522252,47.357521,c(2681865.03227873, 1245750.77722373),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:10:51,"Tue",NA,"Bike",8.522608,47.356751,c(2681893.10792807, 1245665.54709426),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:11:01,"Tue",NA,"Bike",8.523045,47.356058,c(2681927.18516855, 1245588.96183423),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:11:20,"Tue",NA,"Bike",8.523544,47.355296,c(2681966.05314528, 1245504.77075849),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:11:31,"Tue",NA,"Bike",8.52298,47.355044,c(2681923.83256041, 1245476.16676154),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:11:50,"Tue",NA,"Bike",8.522323,47.355061,c(2681874.17275011, 1245477.37098109),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-18 17:11:50,"Tue",NA,"Bike",8.522336,47.35501,c(2681875.23315124, 1245471.71483294),"COMBINE","5"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-25 16:28:20,"Tue",NA,"Bike",8.559533,47.352055,c(2684690.00253908, 1245182.68367568),"COMBINE","6"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-25 16:28:20,"Tue",NA,"Bike",8.55801,47.352438,c(2684574.33287943, 1245223.61920473),"COMBINE","6"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-25 16:28:34,"Tue",NA,"Bike",8.557521,47.352749,c(2684536.89630582, 1245257.66616798),"COMBINE","6"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-25 16:28:44,"Tue",NA,"Bike",8.556884,47.353316,c(2684487.87341372, 1245320.01354999),"COMBINE","6"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-25 16:28:55,"Tue",NA,"Bike",8.556132,47.353767,c(2684430.34727557, 1245369.34187589),"COMBINE","6"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-25 16:29:10,"Tue",NA,"Bike",8.555951,47.35402,c(2684416.27270097, 1245397.27318489),"COMBINE","6"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-25 16:29:20,"Tue",NA,"Bike",8.555764,47.354181,c(2684401.89058997, 1245414.97042401),"COMBINE","6"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-25 16:29:30,"Tue",NA,"Bike",8.554204,47.353717,c(2684284.77100332, 1245361.71073987),"COMBINE","6"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-25 16:29:41,"Tue",NA,"Bike",8.554343,47.354789,c(2684293.57753711, 1245481.03445772),"COMBINE","6"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-25 16:29:56,"Tue",NA,"Bike",8.553655,47.356164,c(2684239.42975714, 1245633.15467998),"COMBINE","6"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-25 16:30:11,"Tue",NA,"Bike",8.55312,47.356429,c(2684198.59528908, 1245662.04060713),"COMBINE","6"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-25 16:30:26,"Tue",NA,"Bike",8.552427,47.357168,c(2684145.07740017, 1245743.45209601),"COMBINE","6"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-25 16:30:36,"Tue",NA,"Bike",8.552012,47.358062,c(2684112.31699805, 1245842.39343597),"COMBINE","6"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-25 16:30:51,"Tue",NA,"Bike",8.551639,47.358881,c(2684082.84859574, 1245933.04220833),"COMBINE","6"
"4bcef553-b12c-4d77-9728-097fb8af98d3",2023-04-25 16:31:00,"Tue",NA,"Bike",8.551635,47.35924,c(2684081.98032449, 1245972.94808632),"COMBINE","6"
